0.00464218	256
0.0105752	256
0.0159064	256
0.0216581	256
0.026349	256
0.0313878	256
0.0361383	256
0.0405605	256
0.0450904	256
0.0497664	256
0.0553229	256
0.0598065	256
0.0653366	256
0.0693433	256
0.0735126	256
0.0775631	256
0.0823585	256
0.0874951	256
0.0920283	256
0.097492	256
0.102866	256
0.107758	256
0.113444	256
0.118942	256
0.125076	256
0.130318	256
0.13529	256
0.140564	256
0.146559	256
0.152724	256
0.158836	256
0.163121	256
0.167051	256
0.173892	256
0.179569	256
0.185713	256
0.19289	256
0.198498	256
0.206516	256
0.212459	256
0.219784	256
0.227733	256
0.234202	256
0.242593	256
0.251563	256
0.25861	256
0.267367	256
0.273585	256
0.281714	256
0.291206	256
0.300552	256
0.308802	256
0.316538	256
0.325628	256
0.334533	256
0.342561	256
0.35164	256
0.360459	256
0.367449	256
0.371058	256
0.380967	256
0.384417	256
0.39412	256
0.398831	256
0.407553	256
0.413173	256
0.420211	256
0.423891	256
0.431103	256
0.43693	256
0.442933	256
0.448577	256
0.452723	256
0.45799	256
0.462011	256
0.469147	256
0.473408	256
0.476997	256
0.483708	256
0.487605	256
0.493204	256
0.500505	256
0.506963	256
0.511971	256
0.518036	256
0.522811	256
0.526458	256
0.534897	256
0.542113	256
0.546005	256
0.551863	256
0.55786	256
0.562458	256
0.566924	256
0.572411	256
0.579324	256
0.584152	256
0.588052	256
0.592605	256
0.598345	256
0.603317	256
0.609423	256
0.613233	256
0.618701	256
0.624873	256
0.629961	256
0.636071	256
0.645499	256
0.650735	256
0.655957	256
0.66199	256
0.669402	256
0.673932	256
0.68083	256
0.684245	256
0.690034	256
0.695288	256
0.699973	256
0.704429	256
0.707446	256
0.711546	256
0.716942	256
0.721214	256
0.72736	256
0.73372	256
0.739969	256
0.743775	256
0.747541	256
0.753335	256
0.759644	256
0.763458	256
0.768781	256
0.775597	256
0.78129	256
0.786492	256
0.791832	256
0.797181	256
0.802278	256
0.808399	256
0.816762	256
0.821063	256
0.824078	256
0.828756	256
0.832923	256
0.838951	256
0.842479	256
0.849178	256
0.855425	256
0.858633	256
0.864258	256
0.867505	256
0.871697	256
0.878535	256
0.883653	256
0.888311	256
0.892037	256
0.895546	256
0.899759	256
0.905113	256
0.909831	256
0.915305	256
0.922141	256
0.926883	256
0.93282	256
0.937664	256
0.941682	256
0.946622	256
0.951124	256
0.954498	256
0.958943	256
0.963474	256
0.967064	256
0.971784	256
0.977336	256
0.982784	255
0.990717	255
0.994778	255
0.999812	255
1.00619	255
1.0112	255
1.01589	255
1.02276	255
1.02826	255
1.03365	255
1.03822	255
1.04301	255
1.04655	255
1.05104	255
1.05687	255
1.06286	255
1.06867	254
1.07344	254
1.07715	254
1.08258	254
1.09016	254
1.09583	254
1.09934	254
1.10365	254
1.1074	254
1.11242	254
1.11785	254
1.1226	253
1.1281	253
1.13458	253
1.13988	253
1.14459	252
1.1499	252
1.15479	252
1.15997	252
1.16354	252
1.16925	252
1.17366	252
1.17937	252
1.18371	251
1.18925	251
1.1929	251
1.19776	251
1.20245	251
1.20689	251
1.21267	250
1.21727	250
1.22114	250
1.22571	250
1.23184	250
1.2361	250
1.2406	250
1.24521	250
1.25044	249
1.25487	249
1.26168	249
1.26647	249
1.27017	249
1.27556	248
1.27994	248
1.28431	248
1.28954	248
1.29513	248
1.30073	248
1.3063	248
1.31222	248
1.3184	248
1.32516	248
1.33229	248
1.33891	248
1.34355	248
1.34811	248
1.35337	248
1.36011	247
1.36427	247
1.36896	246
1.37731	246
1.38307	246
1.3869	246
1.39307	246
1.39865	246
1.40549	246
1.40995	245
1.41578	245
1.41984	245
1.42638	244
1.43333	243
1.43919	243
1.44507	243
1.44854	243
1.45637	243
1.46175	243
1.4678	242
1.47482	242
1.48075	242
1.48518	242
1.49212	242
1.49718	242
1.50276	242
1.50939	242
1.51497	242
1.5202	242
1.52582	241
1.53073	241
1.53671	241
1.54221	241
1.55069	240
1.55545	239
1.56148	239
1.56743	239
1.57411	239
1.57991	239
1.58451	239
